ticker,cnpj,fund_name,provider,underlying_index,segment,situacao,is_active,dt_cancel,gestor,taxa_adm,blackrock_product_id,blackrock_csv_url
HERT11,60419043000138,HEDGE BRASIL EQUITY REITS FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA,Hedge Investments,Brasil Equity REITs,real_estate,Em Funcionamento Normal,True,,,,,
HGBR11,62344793000113,NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Nu Asset,iBoxx Investment Grade Hedge Carry BRL,fixed_income_br,Em Funcionamento Normal,True,,,,,
HIGH11,55705611000127,NU IBOV SMART HIGH BETA B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Itaú (It Now),Ibovespa Smart High Beta,equities_br,Em Funcionamento Normal,True,,,,,
HODL11,56158890000119,INVESTO ETF MARKETVECTOR BITCOIN BENCHMARK RATE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA,Investo,MarketVector Bitcoin Benchmark Rate,crypto,Em Funcionamento Normal,True,,,,,
HTEK11,41054515000151,IT NOW MORNINGSTAR XT US HEALTHCARE FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),Morningstar XT US Healthcare,equities_intl,Em Funcionamento Normal,True,,,,,
HYBR11,62344693000197,NU IBOXX HIGH YIELD HEDGE CARRY BRL CLASSE  DE ÍNDICE - RESPONSABILIDADE LIMITADA,Nu Asset,iBoxx High Yield Hedge Carry BRL,fixed_income_br,Em Funcionamento Normal,True,,,,,
IBOB11,42427783000134,BTG PACTUAL B3 IBOVESPA FUNDO DE ÍNDICE,BTG Pactual,Ibovespa,equities_br,Em Funcionamento Normal,True,,,,,
IDKA11,57055305000118,IT NOW IRFM P3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),IRF-M P3 (Prefixado longo),fixed_income_br,Em Funcionamento Normal,True,,,,,
IMAB11,31024153000100,IT NOW ID ETF IMA-B FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),IMA-B,fixed_income_br,Em Funcionamento Normal,True,,,,,
IMBB11,34081054000140,FUNDO DE INVESTIMENTO DE ÍNDICE - CLASSE DE INVESTIMENTO ETF BRADESCO IMA-B - RESP LIMITADA,Bradesco Asset,IMA-B 5+,fixed_income_br,Em Funcionamento Normal,True,,,,,
IRFM11,32880642000119,IT NOW IRF-M P2 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),IRF-M P2 (Prefixado),fixed_income_br,Em Funcionamento Normal,True,,,,,
ISUS11,12984444000198,IT NOW ISE FUNDO DE ÍNDICE INVESTIMENTO SUSTENTÁVEL - RESPONSABILIDADE LIMITADA,Itaú (It Now),ISE (Sustentabilidade),equities_br,Em Funcionamento Normal,True,,,,,
IVVB11,19909560000191,ISHARES S&P 500 CLASSE DE ÍNDICE EM COTAS DE CLASSES DE ÍNDICE IE - RESPONSABILIDADE LIMITADA,BlackRock (iShares),S&P 500,equities_intl,Em Funcionamento Normal,True,,,,251902,https://www.blackrock.com/br/products/251902/ishares-sp-500-fi-em-cotas-de-fundo-de-ndice-inv-no-exterior-fund/1506433276998.ajax?fileType=csv&fileName=IVVB11_holdings&dataType=fund
IVWO11,65836654000103,INVESTO FTSE EMERGING MARKETS ALL CAP CHINA  A INCLUSION CLASSE DE ÍNDICE RESPONS LIMITADADA,Investo,FTSE Emerging Markets China A,equities_intl,Em Funcionamento Normal,True,,,,,
IWMI11,57922206000196,BUENA VISTA NEOS RUSSELL 2000 HIGH INCOME INDEX FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA,Buena Vista,Neos Russell 2000 High Income,equities_intl,Em Funcionamento Normal,True,,,,,
JOGO11,43105466000164,INVESTO ETF GLOBAL VIDEO GAMING & ESPORTS CLASSE DE ÍNDICE - IE - RESPONSABILIDADE LIMITADA,Investo,ETFMG Video Gaming & Esports,equities_intl,Em Funcionamento Normal,True,,,,,
LFIN11,62087419000180,BTG PACTUAL TEVA LETRAS FINANCEIRAS DI QUALIDADE FUNDO DE ÍNDICE,BTG Pactual,TEVA Letras Financeiras DI Qualidade,fixed_income_br,Em Funcionamento Normal,True,,,,,
LFIX11,64731230000103,INVESTO V8 LETRA FINANCEIRA S1 DI B3 FUNDO DE ÍNDICE,Investo,V8 Letra Financeira S1 DI B3,fixed_income_br,Em Funcionamento Normal,True,,,,,
LFTB11,56176507000155,INVESTO ETF MARKETVECTOR BRAZIL TREASURY 760 DAY TARGET DURATION CLASSE DE ÍNDICE - RESP LIMITADA,Investo,MarketVector Brazil Treasury 760D,fixed_income_br,Em Funcionamento Normal,True,,,,,
LFTI11,63702230000112,IT NOW TEVA TESOURO SELIC FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),Tesouro Selic (LFT),fixed_income_br,Em Funcionamento Normal,True,,,,,
LFTS11,45823821000166,INVESTO TEVA TESOURO SELIC ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Investo,TEVA Tesouro Selic,fixed_income_br,Em Funcionamento Normal,True,,,,,
LFTX11,65573794000128,TREND ETF B3 TESOURO SELIC CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,XP Asset (Trend),Tesouro Selic B3,fixed_income_br,Em Funcionamento Normal,True,,,,,
LLFT11,61088467000120,BTG PACTUAL TEVA TESOURO SELIC FUNDO DE ÍNDICE,BTG Pactual,Tesouro Selic (LFT),fixed_income_br,Em Funcionamento Normal,True,,,,,
LTBX11,65573738000193,TREND ETF TEVA ITBR SELIC TARGET 760 CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,XP Asset (Trend),TEVA ITBR Selic Target 760,fixed_income_br,Em Funcionamento Normal,True,,,,,
LTNB11,61433644000168,BTG PACTUAL IRF-M P2 FUNDO DE ÍNDICE,BTG Pactual,IRF-M P2 (Prefixado),fixed_income_br,Em Funcionamento Normal,True,,,,,
LVOL11,55705668000126,NU IBOV SMART LOW VOLATILITY B3 CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,Itaú (It Now),Ibovespa Smart Low Volatility,equities_br,Em Funcionamento Normal,True,,,,,
MARG11,59172415000195,BTG PACTUAL MARGEM DEBÊNTURES ULTRA QUALIDADE DI B3 FUNDO DE ÍNDICE,BTG Pactual,Margem Debêntures Ultra Qualidade DI,fixed_income_br,Em Funcionamento Normal,True,,,,,
MATB11,13416228000109,IT NOW IMAT FUNDO DE INDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),IMAT (Materiais Básicos),equities_br,Em Funcionamento Normal,True,,,,,
META11,44124505000133,HASHDEX CRYPTO METAVERSE FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA,Hashdex,Hashdex Crypto Metaverse,crypto,Em Funcionamento Normal,True,,,,,
MIDB11,64690760000150,BTG PACTUAL TEVA ITBR TESOURO IPCA 2035 FUNDO DE ÍNDICE,BTG Pactual,TEVA ITBR Tesouro IPCA 2035,fixed_income_br,Em Funcionamento Normal,True,,,,,
MILL11,41054489000161,IT NOW MORNINGSTAR US DIGITAL LIFESTYLE FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),Morningstar US Digital Lifestyle,equities_intl,Em Funcionamento Normal,True,,,,,
NASD11,35578672000163,TREND ETF NASDAQ 100 CLASSE DE ÍNDICE INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE  LIMITADA,XP Asset (Trend),Nasdaq-100,equities_intl,Em Funcionamento Normal,True,,,,,
NBOV11,56107650000195,NU IBOVESPA B3 BR+ CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Nu Asset,Nu Ibovespa B3 BR+,equities_br,Em Funcionamento Normal,True,,,,,
NCDI11,63001985000190,NU CDI TESOURO SELIC B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Nu Asset,CDI Tesouro Selic B3,fixed_income_br,Em Funcionamento Normal,True,,,,,
NDIV11,52116337000162,NU RENDA IBOV SMART DIVIDENDOS CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,Itaú (It Now),Ibovespa Smart Dividendos Renda,equities_br,Em Funcionamento Normal,True,,,,,
NFTS11,44107447000130,INVESTO VANECK MARKETVECTOR MEDIA AND ENTERTAINMENT LEADERS ETF FUNDO DE ÍNDICE,Investo,MarketVector Media & Entertainment,equities_intl,Em Funcionamento Normal,True,,,,,
NLFA11,63734820000127,NU LETRAS FINANCEIRAS ANBIMA CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,Nu Asset,Letras Financeiras ANBIMA,fixed_income_br,Em Funcionamento Normal,True,,,,,
NSDV11,52116361000100,NU IBOV SMART DIVIDENDOS CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Itaú (It Now),Ibovespa Smart Dividendos,equities_br,Em Funcionamento Normal,True,,,,,
NTNS11,50642881000112,INVESTO TEVA TESOURO IPCA+ 0 A 4 ANOS ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Investo,TEVA Tesouro IPCA+ 0-4 Anos,fixed_income_br,Em Funcionamento Normal,True,,,,,
NUCL11,42280298000180,INVESTO MVIS GLOBAL URANIUM & NUCLEAR ENERGY ETF CLASSE DE ÍNDICE,Investo,MVIS Global Uranium & Nuclear Energy,equities_intl,Em Funcionamento Normal,True,,,,,
OURO11,63728394000119,B-INDEX ETF OURO BRL B3 FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA,B-Index (Bradesco),Ouro BRL B3,commodities,Em Funcionamento Normal,True,,,,,
PACB11,44702829000101,BTG PACTUAL TEVA TESOURO IPCA ULTRA LONGO CE FUNDO DE ÍNDICE,BTG Pactual,TEVA Tesouro IPCA Ultra Longo,fixed_income_br,Em Funcionamento Normal,True,,,,,
PACC11,57656453000198,BTG PACTUAL IMA-B 5 P2 FUNDO DE ÍNDICE,BTG Pactual,IMA-B 5 P2,fixed_income_br,Em Funcionamento Normal,True,,,,,
PACG11,57656200000114,BTG PACTUAL IMA-B FUNDO DE ÍNDICE,BTG Pactual,IMA-B,fixed_income_br,Em Funcionamento Normal,True,,,,,
PACL11,61433898000186,BTG PACTUAL IMA-B 5+ FUNDO DE ÍNDICE,BTG Pactual,IMA-B 5+,fixed_income_br,Em Funcionamento Normal,True,,,,,
PEVC11,45295262000169,INVESTO BLUESTAR TOP 10 US LISTED ALTERNATIVE ASSET MANAGERS ETF FUNDO DE INVESTIMENTO DE ÍNDICE - I,Investo,Bluestar Top 10 US Alt Asset Managers,equities_intl,Em Funcionamento Normal,True,,,,,
PHIP11,58312917000101,PHRONESIS TEVA IPCA DYNAMIC SELECTION YIELD FUNDO DE ÍNDICE,Phronesis,TEVA IPCA Dynamic Selection,fixed_income_br,Em Funcionamento Normal,True,,,,,
PIBB11,06323688000127,IT NOW PIBB IBRX-50 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),IBrX-50,equities_br,Em Funcionamento Normal,True,,,,,
PIPE11,64423976000150,BUENA VISTA DEX VETTAFI NEOS ENERGY INFRASTRUCTURE HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE L,Buena Vista,VettaFi Neos Energy Infrastructure,equities_intl,Em Funcionamento Normal,True,,,,,
PKIN11,60023816000162,B-INDEX ETF CONNECT CHINA UNIVERSAL CSI 300 FUNDO DE ÍNDICE - RESP LIMITADA,B-Index (Bradesco),CSI 300 (China A),equities_intl,Em Funcionamento Normal,True,,,,,
POSB11,65180394000152,GALAPAGOS TEVA TESOURO SELIC & IPCA+ FUNDO DE ÍNDICE,Galapagos Capital,TEVA Tesouro Selic & IPCA+,fixed_income_br,Em Funcionamento Normal,True,,,,,
PREX11,65594290000194,TREND ETF IRF-M P2 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,XP Asset (Trend),IRF-M P2 (Prefixado),fixed_income_br,Em Funcionamento Normal,True,,,,,
QBTC11,39979022000180,QR CME CF BITCOIN REFERENCE RATE FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR,QR Asset,CME CF Bitcoin Reference Rate,crypto,Em Funcionamento Normal,True,,,,,
QDFI11,42682790000182,QR BLOOMBERG DEFI FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR,QR Asset,Bloomberg DeFi,crypto,Em Funcionamento Normal,True,,,,,
QETH11,41706298000137,QR CME CF ETHER REFERENCE RATE FUNDO DE ÍNDICE - INVESTIMENTO NO EXTERIOR,QR Asset,CME CF Ether Reference Rate,crypto,Em Funcionamento Normal,True,,,,,
QLBR11,63063704000123,RIO BRAVO INVESTO MARKETVECTOR BRAZIL MULTIFACTOR QUALITY FUNDO DE ÍNDICE,Investo,MarketVector Brazil Multifactor Quality,equities_br,Em Funcionamento Normal,True,,,,,
QQQI11,54825284000184,BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM,Buena Vista,Nasdaq-100 Neos High Income,equities_intl,Em Funcionamento Normal,True,,,,,
QQQQ11,58348330000152,BUENA VISTA NASDAQ-100 HIGH BETA INDEX FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA,Buena Vista,Nasdaq-100 High Beta Index,equities_intl,Em Funcionamento Normal,True,,,,,
QSOL11,56043036000107,QR CME CF SOLANA DOLLAR REFERENCE RATE FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,QR Asset,CME CF Solana Dollar Reference Rate,crypto,Em Funcionamento Normal,True,,,,,
REVE11,41054432000162,IT NOW RUSSELL® 1000 GREEN REVENUES 50 FUNDO DE ÍNDICE INVESTIMENTO SUSTENTÁVEL RESP LIMITADA,Itaú (It Now),Russell 1000 Green Revenues,equities_intl,Em Funcionamento Normal,True,,,,,
RICO11,59719389000172,BUENA VISTA BLOOMBERG US BILLIONAIRES INVESTMENT SELECT INDEX FUNDO DE ÍNDICE - RESP LIMITADA,Buena Vista,Bloomberg US Billionaires Select,equities_intl,Em Funcionamento Normal,True,,,,,
SCVB11,45814400000179,INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,Investo,MarketVector Brazil Small Cap Value,equities_br,Em Funcionamento Normal,True,,,,,
SFIX11,62320381000143,BTG PACTUAL TEVA ITBR IPCA 95-5 FUNDO DE ÍNDICE,BTG Pactual,TEVA ITBR IPCA 95-5,fixed_income_br,Em Funcionamento Normal,True,,,,,
SHOT11,41012711000163,IT NOW S&P® KENSHO® MOONSHOTS FUNDO DE INDICE,Itaú (It Now),S&P Kensho Moonshots,equities_intl,CANCELADA,False,2024-09-06,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,,,
SILK11,61231268000129,IT NOW ETF CONNECT E FUND MSCI CHINA  A50 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),MSCI China A50,equities_intl,Em Funcionamento Normal,True,,,,,
SLVR11,65594464000119,TREND ETF LBMA PRATA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,XP Asset (Trend),LBMA Prata,commodities,Em Funcionamento Normal,True,,,,,
SMAB11,42682281000150,BTG PACTUAL SMLL B3 FUNDO DE ÍNDICE,BTG Pactual,SMLL (Small Cap),equities_br,Em Funcionamento Normal,True,,,,,
SMAC11,34803814000186,IT NOW SMALL CAPS FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,Itaú (It Now),SMLL (Small Cap),equities_br,Em Funcionamento Normal,True,,,,,
SMAL11,10406600000108,ISHARES BM&FBOVESPA SMALL CAP CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,BlackRock (iShares),SMLL (Small Cap),equities_br,Em Funcionamento Normal,True,,,,251752,https://www.blackrock.com/br/products/251752/ishares-bmfbovespa-small-cap-fundo-de-ndice-fund/1506433276998.ajax?fileType=csv&fileName=SMAL11_holdings&dataType=fund
SOLH11,56746166000106,HASHDEX NASDAQ SOLANA FUNDO DE ÍNDICE,Hashdex,Nasdaq Solana,crypto,Em Funcionamento Normal,True,,,,,
SPBZ11,63175655000110,BTG PACTUAL S&P 500 FUTURES QUANTO BRL FUNDO DE ÍNDICE,BTG Pactual,S&P 500 Futures Quanto BRL,equities_intl,Em Funcionamento Normal,True,,,,,
SPUB11,57091257000113,SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA,Safra Asset,Ibovespa Empresas Estatais,equities_br,Em Funcionamento Normal,True,,,,,
SPVT11,57091195000140,SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA,Safra Asset,Ibovespa Empresas Privadas,equities_br,Em Funcionamento Normal,True,,,,,
SPXB11,42682199000125,BTG PACTUAL S&P 500 FUNDO DE ÍNDICE,BTG Pactual,S&P 500,equities_intl,Em Funcionamento Normal,True,,,,,
SPXH11,63747287000138,TREND ETF S&P 500 QUANTO CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,XP Asset (Trend),S&P 500 Quanto,equities_intl,Em Funcionamento Normal,True,,,,,
